PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
22592,11/12/2017,252,0.4913%,0.0006,0.6453,-0.2720,-0.0661,0.1611,0.7317%,0.7936%,14.9771%,0.2268%,MMM
22592,21/05/2018,252,1.4073%,-0.0006,1.0562,-0.3736,-0.0261,0.2447,0.8849%,1.2613%,50.7764%,0.5265%,MMM
22592,08/12/2017,252,-0.9030%,0.0007,0.6642,-0.2833,-0.0633,0.1474,0.7353%,0.7978%,15.0711%,-1.3482%,MMM
22592,07/12/2017,252,0.6830%,0.0007,0.6940,-0.3050,-0.0675,0.1316,0.7299%,0.7953%,15.7587%,0.3605%,MMM
22592,22/05/2018,252,-1.3828%,-0.0007,1.0571,-0.3616,-0.0342,0.2437,0.8859%,1.2615%,50.6836%,-1.1521%,MMM
22592,06/12/2017,252,0.1721%,0.0007,0.7425,-0.3429,-0.0580,0.1203,0.7344%,0.8081%,17.3999%,-0.0671%,MMM
22592,09/03/2018,252,2.1198%,0.0002,0.9189,-0.3550,-0.1211,0.1684,0.7848%,1.0144%,40.1475%,0.3978%,MMM
22592,03/04/2018,252,1.7449%,-0.0000,1.0183,-0.3803,-0.0624,0.1493,0.8069%,1.1386%,49.7757%,0.4997%,MMM
22592,05/12/2017,252,-0.4180%,0.0007,0.7416,-0.3443,-0.0587,0.1224,0.7344%,0.8081%,17.4105%,-0.4135%,MMM
22592,04/12/2017,252,-0.7837%,0.0007,0.7294,-0.3580,-0.0583,0.1358,0.7350%,0.8083%,17.3097%,-0.5486%,MMM
22592,16/05/2018,252,-1.0869%,-0.0006,1.0406,-0.4062,-0.0719,0.2113,0.8848%,1.2583%,50.5589%,-1.3499%,MMM
22592,01/12/2017,252,-0.8185%,0.0007,0.7368,-0.3643,-0.0468,0.1177,0.7342%,0.8063%,17.0851%,-0.7420%,MMM
22592,30/11/2017,252,2.1554%,0.0008,0.7316,-0.3774,-0.0202,0.1126,0.7334%,0.8043%,16.8655%,1.3062%,MMM
22592,29/11/2017,252,1.0101%,0.0008,0.7051,-0.3489,-0.0281,0.1145,0.7301%,0.7956%,15.8024%,1.4510%,MMM
22592,05/06/2018,252,0.0696%,-0.0007,1.0613,-0.3435,0.0026,0.2466,0.8784%,1.2662%,51.8819%,0.0820%,MMM
22592,28/11/2017,252,0.6966%,0.0007,0.6884,-0.3458,-0.0515,0.1601,0.7254%,0.7937%,16.4634%,0.2100%,MMM
22592,27/11/2017,252,1.1323%,0.0007,0.6940,-0.3407,-0.0558,0.1536,0.7262%,0.7942%,16.3784%,1.0274%,MMM
22592,24/11/2017,252,-0.0864%,0.0006,0.6981,-0.3360,-0.0586,0.1499,0.7240%,0.7925%,16.5478%,-0.3314%,MMM
22592,22/11/2017,252,-0.5703%,0.0007,0.6984,-0.3333,-0.0604,0.1502,0.7238%,0.7924%,16.5792%,-0.3843%,MMM
22592,21/11/2017,252,1.1232%,0.0007,0.6993,-0.3309,-0.0606,0.1441,0.7232%,0.7912%,16.4442%,0.6560%,MMM
22592,20/11/2017,252,0.9287%,0.0006,0.6663,-0.3127,-0.0583,0.1385,0.7289%,0.7910%,15.0841%,0.9019%,MMM
22592,17/11/2017,252,-0.0262%,0.0006,0.6667,-0.3176,-0.0564,0.1343,0.7273%,0.7894%,15.1117%,0.5172%,MMM
22592,16/11/2017,252,0.8883%,0.0006,0.6691,-0.3259,-0.0578,0.1436,0.7268%,0.7896%,15.2807%,0.4395%,MMM
22592,15/11/2017,252,-0.8416%,0.0005,0.6711,-0.3366,-0.0489,0.1377,0.7275%,0.7896%,15.1039%,-0.4878%,MMM
22592,14/11/2017,252,0.4864%,0.0006,0.6610,-0.3318,-0.0464,0.1383,0.7268%,0.7883%,15.0091%,0.4475%,MMM
22592,14/06/2018,252,-0.6150%,-0.0008,1.0550,-0.3600,-0.0139,0.2737,0.8774%,1.2694%,52.2233%,-0.7653%,MMM
22592,19/06/2018,252,-2.3412%,-0.0008,1.0663,-0.3664,-0.0272,0.2691,0.8794%,1.2769%,52.5698%,-1.5829%,MMM
22592,13/11/2017,252,0.3385%,0.0005,0.6613,-0.3420,-0.0641,0.1549,0.7287%,0.7926%,15.4946%,0.0746%,MMM
22592,10/11/2017,252,-0.4116%,0.0006,0.6391,-0.2838,-0.0688,0.1506,0.7320%,0.7928%,14.7506%,-0.4049%,MMM
22592,25/06/2018,252,-0.3562%,-0.0008,1.0610,-0.3887,-0.0128,0.2518,0.8847%,1.2803%,52.2513%,1.3381%,MMM
22592,09/11/2017,252,-0.6266%,0.0007,0.6572,-0.2421,-0.0173,0.0687,0.7496%,0.8038%,13.0168%,-0.2988%,MMM
22592,30/05/2018,252,1.5020%,-0.0007,1.0579,-0.3466,-0.0159,0.2486,0.8834%,1.2660%,51.3113%,0.0766%,MMM
22592,13/06/2018,252,-0.0146%,-0.0007,1.0572,-0.3644,-0.0392,0.2594,0.8771%,1.2690%,52.2355%,0.2884%,MMM
22592,08/11/2017,252,-0.0956%,0.0007,0.6323,-0.2544,-0.0190,0.0924,0.7507%,0.8030%,12.5931%,-0.1728%,MMM
22592,26/06/2018,252,0.3984%,-0.0008,1.0611,-0.3848,-0.0137,0.2535,0.8849%,1.2806%,52.2453%,0.2369%,MMM
22592,07/11/2017,252,-0.1129%,0.0007,0.6350,-0.2553,-0.0220,0.0937,0.7509%,0.8038%,12.7373%,-0.3466%,MMM
22592,06/11/2017,252,-0.8225%,0.0008,0.6651,-0.2738,-0.0275,0.0824,0.7511%,0.8118%,14.4058%,-0.7702%,MMM
22592,02/07/2018,252,-0.6100%,-0.0008,1.0573,-0.3862,0.0192,0.2610,0.8857%,1.2773%,51.9106%,-0.9802%,MMM
22592,03/11/2017,252,-0.0043%,0.0008,0.6640,-0.2699,-0.0268,0.0773,0.7492%,0.8098%,14.4162%,-0.3874%,MMM
22592,03/07/2018,252,0.1586%,-0.0008,1.0542,-0.3781,-0.0105,0.2512,0.8870%,1.2763%,51.6998%,1.0960%,MMM
22592,02/11/2017,252,0.8906%,0.0008,0.6582,-0.2770,-0.0184,0.0894,0.7498%,0.8105%,14.3994%,0.7873%,MMM
22592,01/11/2017,252,-0.0043%,0.0009,0.6474,-0.2833,-0.0173,0.0861,0.7518%,0.8105%,13.9650%,-0.2273%,MMM
22592,31/10/2017,252,-0.3593%,0.0009,0.6551,-0.2881,-0.0186,0.0832,0.7519%,0.8119%,14.2475%,-0.3128%,MMM
22592,10/07/2018,252,0.4737%,-0.0008,1.0475,-0.3892,0.0002,0.2701,0.8875%,1.2791%,51.8554%,-0.0007%,MMM
22592,30/10/2017,252,-1.5847%,0.0009,0.6554,-0.2831,-0.0216,0.0805,0.7519%,0.8118%,14.1942%,-1.5188%,MMM
22592,27/06/2018,252,-0.8444%,-0.0008,1.0583,-0.3875,-0.0008,0.2567,0.8846%,1.2790%,52.1656%,-0.0617%,MMM
22592,27/10/2017,252,0.7727%,0.0009,0.6494,-0.3009,-0.0190,0.0785,0.7451%,0.8044%,14.1906%,0.1269%,MMM
22592,26/10/2017,252,-1.9943%,0.0009,0.6489,-0.2911,-0.0243,0.0796,0.7460%,0.8043%,13.9663%,-2.1428%,MMM
22592,25/10/2017,252,1.2913%,0.0010,0.6496,-0.2929,-0.0148,0.0883,0.7326%,0.7928%,14.6195%,1.6538%,MMM
22592,13/07/2018,252,0.9332%,-0.0008,1.0514,-0.3857,0.0145,0.2719,0.8918%,1.2859%,51.8985%,0.7463%,MMM
22592,24/10/2017,252,5.9129%,0.0008,0.6914,-0.2826,-0.0345,0.0781,0.7486%,0.8132%,15.2716%,5.7430%,MMM
22592,18/07/2018,252,0.0643%,-0.0008,1.0522,-0.3851,-0.0018,0.2669,0.8918%,1.2860%,51.9084%,-0.4422%,MMM
22592,23/10/2017,252,0.1039%,0.0006,0.6979,-0.2611,-0.0822,0.0254,0.6594%,0.7290%,18.1777%,0.3049%,MMM
22592,20/10/2017,252,0.9487%,0.0006,0.6998,-0.2596,-0.0817,0.0248,0.6596%,0.7293%,18.2011%,0.5453%,MMM
22592,19/10/2017,252,0.4444%,0.0006,0.6944,-0.2563,-0.0832,0.0252,0.6589%,0.7275%,17.9660%,0.3472%,MMM
22592,20/07/2018,252,0.1736%,-0.0008,1.0502,-0.3786,-0.0036,0.2685,0.8923%,1.2859%,51.8511%,0.1274%,MMM
22592,18/10/2017,252,0.2388%,0.0005,0.6929,-0.2537,-0.0857,0.0268,0.6587%,0.7272%,17.9556%,0.2266%,MMM
22592,12/07/2018,252,0.8296%,-0.0008,1.0514,-0.3827,0.0188,0.2725,0.8903%,1.2845%,51.9583%,-0.3532%,MMM
22592,17/10/2017,252,-0.4435%,0.0005,0.6834,-0.2486,-0.0855,0.0314,0.6599%,0.7274%,17.6942%,-0.5609%,MMM
22592,16/10/2017,252,0.4593%,0.0005,0.6850,-0.2522,-0.0879,0.0293,0.6588%,0.7266%,17.8024%,0.2931%,MMM
22592,13/10/2017,252,0.0597%,0.0005,0.6843,-0.2511,-0.0887,0.0289,0.6586%,0.7263%,17.7710%,-0.0157%,MMM
22592,31/07/2018,252,3.5101%,-0.0004,1.0926,-0.2826,-0.0090,0.1842,0.8754%,1.2795%,53.1984%,3.2908%,MMM
22592,12/10/2017,252,0.4988%,0.0005,0.6837,-0.2528,-0.0897,0.0292,0.6587%,0.7263%,17.7520%,0.5717%,MMM
22592,01/08/2018,252,-2.4821%,-0.0005,1.1065,-0.2854,-0.0266,0.1354,0.8882%,1.2879%,52.4331%,-2.5401%,MMM
22592,11/10/2017,252,-0.1107%,0.0005,0.6884,-0.2551,-0.0876,0.0232,0.6579%,0.7259%,17.8541%,-0.2985%,MMM
22592,10/10/2017,252,0.0323%,0.0005,0.6923,-0.2564,-0.0895,0.0239,0.6576%,0.7283%,18.4728%,-0.1031%,MMM
22592,09/10/2017,252,0.0739%,0.0005,0.6913,-0.2593,-0.0884,0.0237,0.6580%,0.7284%,18.4088%,0.1372%,MMM
22592,03/08/2018,252,0.8563%,-0.0006,1.1123,-0.2730,-0.0101,0.1114,0.8884%,1.2863%,52.3020%,0.3171%,MMM
22592,06/10/2017,252,0.0693%,0.0005,0.6925,-0.2587,-0.0889,0.0226,0.6580%,0.7286%,18.4573%,0.0720%,MMM
22592,05/10/2017,252,-0.0693%,0.0005,0.6952,-0.2575,-0.0918,0.0165,0.6587%,0.7294%,18.4454%,-0.5169%,MMM
22592,07/08/2018,252,0.9047%,-0.0006,1.1114,-0.2760,-0.0100,0.1123,0.8901%,1.2877%,52.2144%,0.5485%,MMM
22592,04/10/2017,252,0.9088%,0.0005,0.7039,-0.2643,-0.0883,0.0136,0.6578%,0.7296%,18.7126%,0.7522%,MMM
22592,03/10/2017,252,0.8507%,0.0004,0.7181,-0.2687,-0.0873,0.0193,0.6641%,0.7389%,19.2149%,0.6455%,MMM
22592,10/08/2018,252,-1.3771%,-0.0007,1.1325,-0.2712,-0.0121,0.1052,0.8882%,1.2931%,52.8228%,-0.6886%,MMM
22592,02/10/2017,252,1.3626%,0.0004,0.7186,-0.2685,-0.0859,0.0199,0.6639%,0.7389%,19.2729%,1.2516%,MMM
22592,09/08/2018,252,-1.1393%,-0.0006,1.1123,-0.2788,-0.0070,0.1116,0.8929%,1.2901%,52.0948%,-1.0036%,MMM
22592,29/09/2017,252,0.1670%,0.0003,0.7171,-0.2832,-0.0857,0.0204,0.6595%,0.7349%,19.4848%,-0.1614%,MMM
22592,28/09/2017,252,0.0334%,0.0003,0.7324,-0.2858,-0.0929,0.0137,0.6606%,0.7397%,20.2399%,-0.0275%,MMM
22592,27/09/2017,252,-0.7345%,0.0003,0.7345,-0.2862,-0.0866,0.0159,0.6612%,0.7408%,20.3459%,-0.8336%,MMM
22592,26/09/2017,252,0.1424%,0.0003,0.7242,-0.2637,-0.0824,0.0278,0.6594%,0.7391%,20.3910%,0.2161%,MMM
22592,25/07/2018,252,1.8437%,-0.0006,1.0742,-0.3468,0.0564,0.2355,0.8392%,1.2550%,55.2899%,0.4699%,MMM
22592,25/09/2017,252,-0.0142%,0.0003,0.7309,-0.2671,-0.0819,0.0248,0.6596%,0.7412%,20.8080%,0.3470%,MMM
22592,16/08/2018,252,0.8739%,-0.0007,1.1290,-0.2893,-0.0285,0.0868,0.8932%,1.2955%,52.4666%,-0.0820%,MMM
22592,21/08/2018,252,0.5327%,-0.0007,1.1368,-0.2733,-0.0146,0.0907,0.8924%,1.2928%,52.3555%,0.3974%,MMM
22592,22/09/2017,252,0.1521%,0.0002,0.7427,-0.2727,-0.0814,0.0332,0.6622%,0.7468%,21.3577%,0.1976%,MMM
22592,21/09/2017,252,-0.0332%,0.0002,0.7420,-0.2758,-0.0809,0.0346,0.6622%,0.7468%,21.3598%,0.2272%,MMM
22592,20/09/2017,252,-1.4282%,0.0002,0.7491,-0.2788,-0.0810,0.0353,0.6624%,0.7496%,21.9230%,-1.4475%,MMM
22592,19/09/2017,252,-0.0936%,0.0003,0.7499,-0.2764,-0.0751,0.0293,0.6563%,0.7440%,22.1792%,-0.2861%,MMM
22592,23/08/2018,252,-0.0734%,-0.0007,1.1422,-0.2773,-0.0152,0.0840,0.8920%,1.2924%,52.3609%,0.0622%,MMM
22592,28/08/2018,252,0.5280%,-0.0006,1.1459,-0.2885,-0.0263,0.0798,0.8938%,1.2982%,52.5972%,0.4750%,MMM
22592,18/09/2017,252,0.1922%,0.0004,0.7448,-0.2691,-0.0717,0.0343,0.6590%,0.7458%,21.9222%,0.1130%,MMM
22592,15/09/2017,252,0.9081%,0.0003,0.7517,-0.2763,-0.0687,0.0317,0.6600%,0.7483%,22.1910%,0.8593%,MMM
22592,14/09/2017,252,0.9261%,0.0003,0.7472,-0.2790,-0.0679,0.0352,0.6581%,0.7470%,22.3916%,0.9948%,MMM
22592,13/09/2017,252,-0.0715%,0.0002,0.7517,-0.2816,-0.0647,0.0330,0.6555%,0.7455%,22.6893%,-0.0330%,MMM
22592,05/09/2018,252,1.5484%,-0.0005,1.1533,-0.2792,-0.0337,0.0252,0.9061%,1.3009%,51.4860%,2.0840%,MMM
22592,12/09/2017,252,0.0382%,0.0002,0.7560,-0.2830,-0.0642,0.0312,0.6555%,0.7494%,23.4763%,-0.1718%,MMM
22592,11/09/2017,252,1.8815%,0.0002,0.7645,-0.2863,-0.0650,0.0268,0.6556%,0.7540%,24.3898%,1.0520%,MMM
22592,11/09/2018,252,-0.5401%,-0.0006,1.1485,-0.2811,-0.0349,0.0141,0.9036%,1.2935%,51.2013%,-1.0846%,MMM
22592,08/09/2017,252,0.6016%,0.0002,0.7761,-0.2823,-0.0799,0.0205,0.6540%,0.7625%,26.4432%,0.7566%,MMM
22592,13/09/2018,252,1.1320%,-0.0007,1.1440,-0.2757,-0.0020,0.0513,0.9162%,1.3043%,50.6526%,0.4816%,MMM
22592,07/09/2017,252,1.1928%,0.0001,0.7800,-0.2844,-0.0818,0.0117,0.6527%,0.7618%,26.5868%,1.2257%,MMM
22592,06/09/2017,252,0.5324%,0.0001,0.7837,-0.2939,-0.0666,0.0145,0.6485%,0.7590%,26.9948%,0.3139%,MMM
22592,17/09/2018,252,0.7937%,-0.0007,1.1403,-0.2925,0.0076,0.0354,0.9182%,1.3032%,50.3629%,1.5466%,MMM
22592,05/09/2017,252,-1.2674%,0.0001,0.7800,-0.2928,-0.0635,0.0193,0.6488%,0.7586%,26.8592%,-0.6850%,MMM
22592,01/09/2017,252,-0.3720%,0.0001,0.7726,-0.2859,-0.0721,0.0135,0.6474%,0.7544%,26.3423%,-0.4353%,MMM
22592,22/08/2018,252,-0.6952%,-0.0007,1.1433,-0.2776,-0.0175,0.0828,0.8922%,1.2933%,52.4163%,-0.7510%,MMM
22592,14/09/2018,252,-0.5597%,-0.0007,1.1448,-0.2770,-0.0041,0.0520,0.9142%,1.3035%,50.8140%,-0.6251%,MMM
22592,31/08/2017,252,0.3093%,0.0001,0.7717,-0.2818,-0.0725,0.0146,0.6472%,0.7542%,26.3512%,-0.0725%,MMM
22592,30/08/2017,252,0.3795%,0.0001,0.7734,-0.2793,-0.0745,0.0127,0.6478%,0.7549%,26.3590%,-0.0624%,MMM
22592,29/08/2017,252,0.2272%,0.0001,0.7740,-0.2796,-0.0749,0.0133,0.6478%,0.7548%,26.3429%,0.1509%,MMM
22592,25/09/2018,252,-1.3442%,-0.0006,1.1574,-0.3001,0.0361,0.0047,0.9187%,1.3095%,50.7728%,-1.2179%,MMM
22592,28/08/2017,252,0.1633%,0.0001,0.7759,-0.2812,-0.0734,0.0121,0.6478%,0.7555%,26.4714%,0.1350%,MMM
22592,25/08/2017,252,0.0050%,0.0001,0.7762,-0.2821,-0.0723,0.0112,0.6478%,0.7555%,26.4872%,-0.0606%,MMM
22592,26/09/2018,252,0.2041%,-0.0006,1.1548,-0.3084,0.0241,0.0023,0.9195%,1.3095%,50.6992%,0.5672%,MMM
22592,24/08/2017,252,-0.2714%,0.0001,0.7749,-0.2809,-0.0702,0.0125,0.6479%,0.7555%,26.4539%,0.0102%,MMM
22592,23/08/2017,252,-0.7860%,0.0001,0.7740,-0.2812,-0.0695,0.0133,0.6480%,0.7554%,26.4236%,-0.4799%,MMM
22592,02/10/2018,252,1.6589%,-0.0006,1.1530,-0.3185,0.0476,0.0006,0.9222%,1.3111%,50.5219%,1.6147%,MMM
22592,22/08/2017,252,0.4449%,0.0002,0.7707,-0.2761,-0.0675,0.0105,0.6476%,0.7538%,26.2007%,-0.4112%,MMM
22592,20/09/2018,252,1.0088%,-0.0006,1.1470,-0.2885,0.0361,0.0320,0.9142%,1.3036%,50.8167%,0.2222%,MMM
22592,03/10/2018,252,0.0232%,-0.0006,1.1522,-0.3167,0.0496,0.0020,0.9215%,1.3100%,50.5225%,0.0282%,MMM
22592,21/08/2017,252,0.5012%,0.0002,0.7786,-0.2813,-0.0676,0.0107,0.6472%,0.7538%,26.2719%,0.3683%,MMM
22592,18/08/2017,252,-0.8863%,0.0002,0.7769,-0.2787,-0.0675,0.0098,0.6472%,0.7533%,26.2004%,-0.7275%,MMM
22592,17/08/2017,252,-1.2360%,0.0002,0.7726,-0.2786,-0.0667,0.0125,0.6462%,0.7515%,26.0479%,-0.0531%,MMM
22592,09/10/2018,252,-1.8426%,-0.0006,1.1638,-0.3071,0.0539,-0.0214,0.9255%,1.3159%,50.5276%,-1.7535%,MMM
22592,16/08/2017,252,0.3572%,0.0002,0.7737,-0.2856,-0.0635,0.0157,0.6477%,0.7491%,25.2279%,0.1481%,MMM
22592,11/10/2018,252,-2.6812%,-0.0006,1.1661,-0.3077,0.0581,-0.0202,0.9253%,1.3496%,52.9919%,-0.2060%,MMM
22592,15/08/2017,252,-0.0916%,0.0002,0.7761,-0.2850,-0.0655,0.0168,0.6480%,0.7505%,25.4488%,-0.2671%,MMM
22592,14/08/2017,252,0.6748%,0.0002,0.7770,-0.2881,-0.0648,0.0176,0.6478%,0.7505%,25.4911%,-0.0624%,MMM
22592,11/08/2017,252,-0.1212%,0.0002,0.7786,-0.2891,-0.0637,0.0200,0.6482%,0.7501%,25.3274%,-0.2649%,MMM
22592,12/10/2018,252,0.7625%,-0.0007,1.1671,-0.2890,0.0883,-0.0299,0.9255%,1.3501%,53.0113%,-0.9855%,MMM
22592,10/08/2017,252,-0.1211%,0.0002,0.7873,-0.2904,-0.0687,0.0097,0.6500%,0.7535%,25.5811%,1.0152%,MMM
22592,09/08/2017,252,0.0242%,0.0002,0.8099,-0.2985,-0.0735,0.0147,0.6474%,0.7535%,26.1842%,-0.0960%,MMM
22592,08/08/2017,252,-0.4869%,0.0002,0.8106,-0.3003,-0.0729,0.0130,0.6475%,0.7536%,26.1796%,-0.3061%,MMM
22592,07/08/2017,252,-0.1011%,0.0002,0.8081,-0.2994,-0.0709,0.0157,0.6472%,0.7528%,26.0881%,-0.3148%,MMM
22592,19/10/2018,252,-0.2645%,-0.0006,1.1586,-0.2747,0.0982,-0.0384,0.9286%,1.3561%,53.1088%,-0.4546%,MMM
22592,04/08/2017,252,0.0144%,0.0002,0.8066,-0.2993,-0.0747,0.0198,0.6469%,0.7530%,26.2033%,-0.0742%,MMM
22592,24/10/2018,252,-4.1600%,-0.0010,1.1772,-0.2485,0.0073,-0.0938,0.8900%,1.3558%,56.9083%,-0.6254%,MMM
22592,03/08/2017,252,1.0759%,0.0002,0.8076,-0.3003,-0.0724,0.0169,0.6473%,0.7534%,26.1787%,1.1176%,MMM
22592,02/08/2017,252,1.0976%,0.0001,0.8095,-0.2973,-0.0698,0.0156,0.6437%,0.7508%,26.4959%,0.8305%,MMM
22592,01/08/2017,252,0.9992%,0.0001,0.7999,-0.2816,-0.0714,0.0130,0.6422%,0.7480%,26.2762%,0.7607%,MMM
22592,30/10/2018,252,2.1637%,-0.0009,1.1499,-0.2453,0.0701,-0.0786,0.8882%,1.3510%,56.7756%,0.3435%,MMM
22592,31/07/2017,252,0.7260%,0.0001,0.7975,-0.2778,-0.0745,0.0068,0.6405%,0.7457%,26.2154%,0.7473%,MMM
22592,25/10/2018,252,0.2439%,-0.0012,1.1679,-0.2611,0.0007,-0.1058,0.8877%,1.3531%,56.9663%,-1.8334%,MMM
22592,31/10/2018,252,0.2371%,-0.0009,1.1457,-0.2278,0.0839,-0.0777,0.8909%,1.3510%,56.5184%,-1.2240%,MMM
22592,28/07/2017,252,-0.1650%,0.0001,0.7977,-0.2732,-0.0792,0.0066,0.6388%,0.7445%,26.3806%,-0.0222%,MMM
22592,27/07/2017,252,0.5125%,0.0001,0.7944,-0.2681,-0.0773,0.0064,0.6395%,0.7445%,26.2188%,0.4981%,MMM
22592,26/07/2017,252,-0.1806%,0.0001,0.7886,-0.2545,-0.0842,0.0071,0.6398%,0.7442%,26.0966%,-0.2950%,MMM
22592,02/11/2018,252,0.3069%,-0.0009,1.1449,-0.2172,0.0860,-0.0855,0.8916%,1.3516%,56.4850%,1.0246%,MMM
22592,25/07/2017,252,-5.0524%,0.0000,0.7938,-0.2662,-0.0932,0.0070,0.6426%,0.7476%,26.1064%,-5.2609%,MMM
22592,24/07/2017,252,-0.5493%,0.0002,0.8127,-0.2589,-0.0364,-0.0340,0.5517%,0.6750%,33.1831%,-0.4829%,MMM
22592,06/11/2018,252,1.0608%,-0.0008,1.1462,-0.2140,0.0690,-0.0962,0.8909%,1.3527%,56.6183%,0.3446%,MMM
22592,21/07/2017,252,-0.6072%,0.0002,0.8088,-0.2568,-0.0363,-0.0279,0.5510%,0.6738%,33.1249%,-0.6552%,MMM
22592,20/07/2017,252,0.1650%,0.0002,0.8118,-0.2620,-0.0375,-0.0242,0.5499%,0.6739%,33.4267%,0.1823%,MMM
22592,09/11/2018,252,-1.4554%,-0.0007,1.1491,-0.2207,0.0724,-0.0772,0.8996%,1.3721%,57.0184%,-0.4935%,MMM
22592,19/07/2017,252,0.3739%,0.0002,0.8102,-0.2633,-0.0338,-0.0210,0.5500%,0.6739%,33.3916%,0.0230%,MMM
22592,19/09/2018,252,0.7517%,-0.0006,1.1422,-0.2984,0.0208,0.0353,0.9189%,1.3053%,50.4415%,0.5154%,MMM
22592,17/10/2018,252,0.2965%,-0.0006,1.1623,-0.2793,0.0999,-0.0416,0.9283%,1.3542%,53.0016%,0.1621%,MMM
22592,08/11/2018,252,1.3811%,-0.0007,1.1464,-0.2255,0.0747,-0.0731,0.8992%,1.3697%,56.8952%,1.6629%,MMM
22592,18/07/2017,252,-0.1748%,0.0002,0.8102,-0.2639,-0.0336,-0.0205,0.5500%,0.6737%,33.3355%,-0.2936%,MMM
22592,17/07/2017,252,-0.0425%,0.0002,0.8081,-0.2638,-0.0332,-0.0144,0.5503%,0.6736%,33.2713%,0.0095%,MMM
22592,14/07/2017,252,0.3221%,0.0002,0.8063,-0.2611,-0.0333,-0.0145,0.5508%,0.6737%,33.1660%,-0.0743%,MMM
22592,13/07/2017,252,-0.0994%,0.0003,0.8126,-0.2678,-0.0322,-0.0188,0.5513%,0.6758%,33.4479%,-0.2619%,MMM
22592,12/07/2017,252,0.7822%,0.0003,0.8136,-0.2685,-0.0315,-0.0210,0.5510%,0.6757%,33.4990%,0.2204%,MMM
22592,15/11/2018,252,3.4586%,-0.0006,1.1594,-0.2111,0.0513,-0.1034,0.9120%,1.3943%,57.2191%,2.2641%,MMM
22592,20/11/2018,252,-2.4662%,-0.0006,1.1606,-0.2219,0.0554,-0.1024,0.9181%,1.4097%,57.5864%,-0.3398%,MMM
22592,11/07/2017,252,-0.3943%,0.0003,0.8132,-0.2677,-0.0284,-0.0246,0.5510%,0.6752%,33.4070%,-0.3204%,MMM
22592,10/07/2017,252,0.4294%,0.0003,0.8123,-0.2626,-0.0306,-0.0249,0.5508%,0.6750%,33.4137%,0.2769%,MMM
22592,07/07/2017,252,0.7547%,0.0003,0.8155,-0.2601,-0.0307,-0.0278,0.5507%,0.6790%,34.2021%,0.3076%,MMM
22592,06/07/2017,252,-0.8295%,0.0003,0.8142,-0.2624,-0.0285,-0.0299,0.5505%,0.6778%,34.0299%,-0.1833%,MMM
22592,23/11/2018,252,-0.9512%,-0.0006,1.1591,-0.2350,0.0484,-0.1134,0.9173%,1.4086%,57.5915%,-0.0875%,MMM
22592,28/11/2018,252,1.8187%,-0.0006,1.1547,-0.2239,0.0657,-0.1110,0.9149%,1.4147%,58.1712%,-0.7170%,MMM
22592,05/07/2017,252,-0.0334%,0.0003,0.8035,-0.2599,-0.0246,-0.0223,0.5525%,0.6757%,33.1422%,-0.3255%,MMM
22592,03/07/2017,252,0.7877%,0.0003,0.7983,-0.2628,-0.0332,-0.0039,0.5531%,0.6757%,32.9966%,0.7363%,MMM
22592,30/06/2017,252,0.1636%,0.0003,0.7991,-0.2639,-0.0444,-0.0021,0.5514%,0.6743%,33.1338%,0.0118%,MMM
22592,29/06/2017,252,-1.3152%,0.0003,0.8183,-0.2690,-0.0406,0.0050,0.5552%,0.6862%,34.5303%,-0.6500%,MMM
22592,06/12/2018,252,0.2374%,-0.0006,1.1353,-0.2372,0.0596,-0.1102,0.9122%,1.4224%,58.8730%,0.5672%,MMM
22592,28/06/2017,252,0.4004%,0.0003,0.7994,-0.2633,-0.0258,0.0071,0.5539%,0.6836%,34.3431%,-0.2283%,MMM
22592,27/06/2017,252,-1.3311%,0.0004,0.7983,-0.2589,-0.0251,0.0121,0.5537%,0.6885%,35.3284%,-0.7522%,MMM
22592,26/06/2017,252,-0.1362%,0.0004,0.7831,-0.2597,-0.0091,0.0164,0.5516%,0.6870%,35.5312%,-0.1645%,MMM
22592,29/11/2018,252,0.1077%,-0.0007,1.1475,-0.2289,0.0584,-0.0918,0.9142%,1.4131%,58.1526%,0.3667%,MMM
22592,23/06/2017,252,0.3204%,0.0004,0.7832,-0.2604,-0.0072,0.0152,0.5515%,0.7118%,39.9862%,0.3439%,MMM
22592,22/06/2017,252,-0.3007%,0.0004,0.7919,-0.2654,-0.0039,0.0093,0.5526%,0.7187%,40.8760%,-0.1834%,MMM
22592,21/06/2017,252,-0.2343%,0.0004,0.7913,-0.2630,-0.0056,0.0079,0.5525%,0.7184%,40.8541%,-0.2257%,MMM
22592,18/12/2018,252,0.9024%,-0.0004,1.1477,-0.2803,0.0580,-0.1446,0.9050%,1.4443%,60.7373%,1.0103%,MMM
22592,20/06/2017,252,0.0000%,0.0004,0.7906,-0.2587,-0.0142,0.0070,0.5525%,0.7181%,40.7877%,0.4702%,MMM
22592,20/12/2018,252,-1.3582%,-0.0004,1.1539,-0.2681,0.0670,-0.1506,0.9055%,1.4538%,61.2060%,0.2907%,MMM
22592,19/06/2017,252,0.0563%,0.0004,0.7968,-0.2516,-0.0147,0.0043,0.5549%,0.7224%,40.9999%,-0.6457%,MMM
