PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
22592,19/07/2018,252,-0.2967%,-0.0008,1.0507,-0.3778,-0.0050,0.2670,0.8924%,1.2859%,51.8411%,0.4434%,MMM
22592,17/07/2018,252,0.4774%,-0.0008,1.0526,-0.3837,0.0070,0.2689,0.8919%,1.2861%,51.9079%,-0.0376%,MMM
22592,16/07/2018,252,-0.0348%,-0.0008,1.0526,-0.3833,0.0080,0.2686,0.8919%,1.2857%,51.8761%,-0.2955%,MMM
22592,11/07/2018,252,-1.8860%,-0.0008,1.0531,-0.3850,0.0105,0.2711,0.8902%,1.2844%,51.9658%,-1.1856%,MMM
22592,06/07/2018,252,0.0608%,-0.0008,1.0458,-0.3875,-0.0087,0.2677,0.8873%,1.2762%,51.6614%,-0.8800%,MMM
22592,09/07/2018,252,1.5547%,-0.0008,1.0471,-0.3894,0.0010,0.2715,0.8876%,1.2791%,51.8460%,0.2915%,MMM
22592,05/07/2018,252,0.7711%,-0.0008,1.0523,-0.3861,-0.0167,0.2613,0.8859%,1.2773%,51.8913%,0.0908%,MMM
22592,29/06/2018,252,0.3827%,-0.0008,1.0584,-0.3792,0.0168,0.2650,0.8840%,1.2767%,52.0625%,0.2344%,MMM
22592,28/06/2018,252,0.5387%,-0.0008,1.0600,-0.3774,0.0091,0.2643,0.8840%,1.2792%,52.2458%,-0.2745%,MMM
22592,21/06/2018,252,-1.2924%,-0.0009,1.0719,-0.3624,-0.0286,0.2684,0.8799%,1.2800%,52.7497%,-0.6533%,MMM
22592,22/06/2018,252,0.5012%,-0.0009,1.0732,-0.3636,-0.0237,0.2643,0.8808%,1.2803%,52.6718%,0.5560%,MMM
22592,20/06/2018,252,-0.6570%,-0.0009,1.0695,-0.3684,-0.0156,0.2681,0.8794%,1.2776%,52.6208%,-0.7405%,MMM
22592,18/06/2018,252,-0.3903%,-0.0008,1.0619,-0.3557,-0.0261,0.2503,0.8765%,1.2684%,52.2491%,-0.2285%,MMM
22592,15/06/2018,252,0.6581%,-0.0008,1.0606,-0.3582,-0.0274,0.2520,0.8783%,1.2695%,52.1271%,0.9946%,MMM
22592,12/06/2018,252,-0.0975%,-0.0007,1.0589,-0.3643,-0.0383,0.2594,0.8769%,1.2701%,52.3364%,-0.3223%,MMM
22592,08/06/2018,252,0.7412%,-0.0006,1.0649,-0.3654,-0.0009,0.2327,0.8797%,1.2697%,51.9922%,0.4696%,MMM
22592,07/06/2018,252,0.5935%,-0.0006,1.0620,-0.3532,0.0195,0.2486,0.8796%,1.2691%,51.9626%,0.8530%,MMM
22592,06/06/2018,252,1.3221%,-0.0007,1.0633,-0.3457,0.0037,0.2459,0.8786%,1.2687%,52.0368%,0.2821%,MMM
22592,01/06/2018,252,1.1966%,-0.0007,1.0618,-0.3353,-0.0043,0.2490,0.8800%,1.2675%,51.8012%,-0.1732%,MMM
22592,04/06/2018,252,0.7365%,-0.0007,1.0614,-0.3444,0.0037,0.2464,0.8784%,1.2663%,51.8880%,0.2377%,MMM
22592,31/05/2018,252,-0.7298%,-0.0007,1.0576,-0.3459,-0.0028,0.2545,0.8807%,1.2653%,51.5598%,-0.0675%,MMM
22592,24/05/2018,252,0.3725%,-0.0006,1.0552,-0.3595,-0.0241,0.2510,0.8861%,1.2614%,50.6552%,0.6288%,MMM
22592,23/05/2018,252,-0.1508%,-0.0007,1.0556,-0.3630,-0.0156,0.2527,0.8854%,1.2613%,50.7208%,-0.5651%,MMM
22592,17/05/2018,252,0.7542%,-0.0006,1.0499,-0.3639,-0.0363,0.2458,0.8845%,1.2576%,50.5323%,1.0668%,MMM
22592,18/05/2018,252,-0.6987%,-0.0006,1.0515,-0.3678,-0.0346,0.2448,0.8846%,1.2584%,50.5818%,-0.4292%,MMM
22592,15/05/2018,252,-1.6281%,-0.0005,1.0451,-0.3882,-0.0799,0.2073,0.8810%,1.2563%,50.8212%,-0.7583%,MMM
22592,14/05/2018,252,0.2925%,-0.0005,1.0425,-0.3784,-0.0734,0.2099,0.8800%,1.2524%,50.6299%,0.1830%,MMM
22592,17/07/2019,252,-1.0312%,-0.0007,1.0255,-0.2107,-0.1221,-0.5891,1.1708%,1.5948%,46.1067%,0.0212%,MMM
22592,11/05/2018,252,0.0634%,-0.0005,1.0423,-0.3761,-0.0724,0.2114,0.8799%,1.2523%,50.6357%,-0.1490%,MMM
22592,08/05/2018,252,0.7390%,-0.0005,1.0433,-0.3838,-0.0713,0.2111,0.8811%,1.2513%,50.4159%,0.7778%,MMM
22592,23/07/2019,252,1.6491%,-0.0007,1.0260,-0.2228,-0.1308,-0.6012,1.1745%,1.6007%,46.1628%,0.5583%,MMM
22592,25/07/2019,252,-0.7190%,-0.0006,1.0325,-0.2123,-0.0962,-0.5699,1.1720%,1.5988%,46.2685%,0.6598%,MMM
22592,29/07/2019,252,1.5979%,-0.0008,1.0149,-0.2519,-0.1253,-0.5878,1.1852%,1.6004%,45.1523%,2.0463%,MMM
22592,04/05/2018,252,1.8806%,-0.0006,1.0431,-0.3919,-0.0789,0.2057,0.8802%,1.2505%,50.4537%,0.6087%,MMM
22592,03/05/2018,252,0.6067%,-0.0006,1.0360,-0.3930,-0.0806,0.2110,0.8812%,1.2463%,50.0116%,0.4592%,MMM
22592,02/05/2018,252,-0.2666%,-0.0006,1.0377,-0.3951,-0.0798,0.2048,0.8814%,1.2463%,49.9756%,0.8320%,MMM
22592,02/08/2019,252,-1.6209%,-0.0008,1.0161,-0.2780,-0.0759,-0.5467,1.1655%,1.5830%,45.7894%,-0.7073%,MMM
22592,08/08/2019,252,0.3544%,-0.0008,0.9953,-0.2675,-0.0948,-0.5644,1.1696%,1.5948%,46.2188%,-1.5049%,MMM
22592,30/04/2018,252,-0.8821%,-0.0006,1.0470,-0.4326,-0.0864,0.1779,0.8825%,1.2476%,49.9622%,-0.0874%,MMM
22592,27/04/2018,252,-0.4922%,-0.0006,1.0469,-0.4310,-0.0849,0.1788,0.8826%,1.2464%,49.8584%,-0.6667%,MMM
22592,26/04/2018,252,-0.8801%,-0.0006,1.0463,-0.4347,-0.0904,0.1793,0.8821%,1.2464%,49.9202%,-2.3595%,MMM
22592,25/04/2018,252,-1.1386%,-0.0005,1.0566,-0.4456,-0.1148,0.1897,0.8704%,1.2452%,51.1318%,-1.3119%,MMM
22592,23/04/2018,252,-0.8588%,-0.0002,1.0225,-0.4085,-0.0399,0.1594,0.8079%,1.1682%,52.1686%,-0.7947%,MMM
22592,20/04/2018,252,-0.5026%,-0.0001,1.0214,-0.4089,-0.0393,0.1573,0.8070%,1.1667%,52.1589%,0.3584%,MMM
22592,14/08/2019,252,-3.6815%,-0.0007,0.9852,-0.2539,-0.0995,-0.5523,1.1698%,1.6107%,47.2522%,-0.0346%,MMM
22592,20/08/2019,252,-1.1906%,-0.0007,0.9954,-0.2332,-0.0694,-0.5282,1.1719%,1.6224%,47.8254%,-0.1882%,MMM
22592,26/08/2019,252,0.1732%,-0.0008,0.9900,-0.2439,-0.0785,-0.5386,1.1725%,1.6330%,48.4459%,-0.7143%,MMM
22592,18/04/2018,252,-0.2590%,-0.0001,1.0238,-0.4085,-0.0436,0.1555,0.8067%,1.1667%,52.1970%,-0.3153%,MMM
22592,16/04/2018,252,1.0115%,-0.0001,1.0244,-0.4038,-0.0478,0.1558,0.8067%,1.1660%,52.1380%,0.1999%,MMM
22592,30/08/2019,252,0.8481%,-0.0008,0.9879,-0.2425,-0.0715,-0.5385,1.1711%,1.6342%,48.6435%,0.5952%,MMM
22592,13/04/2018,252,-0.4159%,-0.0001,1.0227,-0.4046,-0.0498,0.1556,0.8066%,1.1651%,52.0759%,0.0804%,MMM
22592,05/04/2018,252,0.5102%,-0.0000,1.0104,-0.3962,-0.0537,0.1572,0.8066%,1.1389%,49.8443%,-0.1591%,MMM
22592,10/04/2018,252,1.9595%,-0.0001,1.0210,-0.3920,-0.0473,0.1593,0.8071%,1.1607%,51.6505%,0.2401%,MMM
22592,06/09/2019,252,-0.1766%,-0.0009,0.9947,-0.2249,-0.0563,-0.5148,1.1691%,1.6434%,49.3959%,-0.4660%,MMM
22592,12/09/2019,252,1.4874%,-0.0009,0.9999,-0.2421,-0.0462,-0.4934,1.1755%,1.6519%,49.3625%,1.6937%,MMM
22592,09/04/2018,252,0.2638%,-0.0001,1.0180,-0.3934,-0.0474,0.1596,0.8070%,1.1545%,51.1421%,-0.2260%,MMM
22592,04/04/2018,252,0.5686%,-0.0000,1.0123,-0.3939,-0.0573,0.1528,0.8070%,1.1388%,49.7759%,-0.5356%,MMM
22592,29/03/2018,252,1.3762%,0.0000,0.9954,-0.3767,-0.0548,0.1603,0.8049%,1.1155%,47.9380%,-0.2632%,MMM
22592,28/03/2018,252,0.3104%,0.0000,0.9976,-0.3793,-0.0548,0.1618,0.8047%,1.1125%,47.6772%,0.9454%,MMM
22592,20/09/2019,252,-0.1856%,-0.0009,0.9978,-0.2512,-0.0622,-0.4995,1.1625%,1.6430%,49.9347%,0.3838%,MMM
22592,24/09/2019,252,-1.2113%,-0.0010,0.9970,-0.2497,-0.0599,-0.4950,1.1621%,1.6427%,49.9530%,0.1739%,MMM
22592,21/03/2018,252,0.7270%,0.0001,0.9485,-0.3582,-0.0811,0.1693,0.7886%,1.0308%,41.4608%,1.1610%,MMM
22592,22/03/2018,252,-4.6852%,0.0000,0.9900,-0.3838,-0.0606,0.1878,0.7975%,1.0738%,44.8425%,-1.9741%,MMM
22592,30/09/2019,252,-0.0790%,-0.0009,0.9950,-0.2520,-0.0510,-0.4809,1.1647%,1.6392%,49.5117%,-0.5562%,MMM
22592,02/10/2019,252,-1.7237%,-0.0010,0.9991,-0.2341,-0.0408,-0.4808,1.1706%,1.6570%,50.0905%,0.5996%,MMM
22592,23/03/2018,252,-3.4996%,-0.0001,1.0145,-0.3945,-0.0601,0.1854,0.8014%,1.0972%,46.6512%,-1.3035%,MMM
22592,15/03/2018,252,0.6744%,0.0002,0.9232,-0.3705,-0.1029,0.1734,0.7880%,1.0206%,40.3933%,0.6839%,MMM
22592,16/03/2018,252,0.5724%,0.0002,0.9247,-0.3639,-0.1026,0.1684,0.7887%,1.0204%,40.2612%,0.5987%,MMM
22592,04/10/2019,252,0.3801%,-0.0011,0.9961,-0.1941,-0.0181,-0.4526,1.1707%,1.6535%,49.8771%,-0.7045%,MMM
22592,10/10/2019,252,0.8742%,-0.0011,0.9977,-0.1956,-0.0033,-0.4427,1.1689%,1.6556%,50.1528%,0.0321%,MMM
22592,14/10/2019,252,1.5243%,-0.0009,0.9814,-0.1977,-0.0287,-0.4843,1.1801%,1.6508%,48.8931%,1.7101%,MMM
22592,11/06/2018,252,-0.7116%,-0.0007,1.0611,-0.3684,-0.0437,0.2462,0.8776%,1.2701%,52.2550%,-0.6391%,MMM
22592,14/03/2018,252,-1.3807%,0.0001,0.9245,-0.3671,-0.1077,0.1700,0.7869%,1.0202%,40.5112%,-0.9351%,MMM
22592,12/03/2018,252,-0.6422%,0.0002,0.9171,-0.3590,-0.1151,0.1746,0.7847%,1.0148%,40.2067%,-0.3179%,MMM
22592,08/03/2018,252,0.3269%,0.0002,0.9134,-0.3518,-0.1236,0.1668,0.7844%,1.0064%,39.2511%,-0.2178%,MMM
22592,07/03/2018,252,0.8174%,0.0002,0.9153,-0.3539,-0.1319,0.1603,0.7846%,1.0064%,39.2204%,0.8809%,MMM
22592,06/03/2018,252,0.3651%,0.0002,0.9174,-0.3684,-0.1273,0.1531,0.7829%,1.0054%,39.3520%,0.2373%,MMM
22592,16/10/2019,252,-0.4909%,-0.0009,0.9843,-0.2063,-0.0313,-0.4854,1.1799%,1.6531%,49.0528%,-0.2424%,MMM
22592,22/10/2019,252,0.9642%,-0.0008,0.9868,-0.2057,-0.0187,-0.4884,1.1823%,1.6535%,48.8799%,0.3633%,MMM
22592,24/10/2019,252,-4.0709%,-0.0009,0.9691,-0.2590,-0.0480,-0.5685,1.1740%,1.6504%,49.3987%,-3.8503%,MMM
22592,28/10/2019,252,1.7882%,-0.0007,0.9604,-0.2658,-0.0619,-0.5877,1.1776%,1.6420%,48.5675%,1.1446%,MMM
22592,01/11/2019,252,3.0911%,-0.0008,0.9764,-0.2979,-0.0761,-0.6086,1.1759%,1.6525%,49.3657%,1.1645%,MMM
22592,07/11/2019,252,0.2989%,-0.0008,0.9754,-0.3268,-0.0997,-0.6409,1.1755%,1.6601%,49.8611%,-0.8340%,MMM
22592,01/03/2018,252,-1.7706%,0.0002,0.9231,-0.3549,-0.1524,0.1294,0.7829%,1.0034%,39.1099%,-0.2170%,MMM
22592,02/03/2018,252,-0.4193%,0.0002,0.9185,-0.3681,-0.1322,0.1463,0.7836%,1.0039%,39.0653%,-0.7061%,MMM
22592,28/02/2018,252,-2.1887%,0.0002,0.9249,-0.3473,-0.1426,0.1373,0.7837%,1.0027%,38.9177%,-1.4616%,MMM
22592,23/02/2018,252,0.4322%,0.0002,0.8765,-0.3286,-0.1377,0.1642,0.7702%,0.9713%,37.1177%,-1.1109%,MMM
22592,22/02/2018,252,1.6453%,0.0003,0.8981,-0.3470,-0.1400,0.1518,0.7679%,0.9717%,37.5428%,1.5634%,MMM
22592,13/11/2019,252,-0.1697%,-0.0010,0.9476,-0.3467,-0.1332,-0.6921,1.1663%,1.6435%,49.6426%,0.3630%,MMM
22592,19/11/2019,252,0.0821%,-0.0012,0.9272,-0.3685,-0.1543,-0.7191,1.1459%,1.6240%,50.2166%,0.4847%,MMM
22592,25/11/2019,252,1.5752%,-0.0012,0.9180,-0.3272,-0.1531,-0.7171,1.1512%,1.6227%,49.6697%,0.8699%,MMM
22592,21/02/2018,252,-1.2294%,0.0003,0.8970,-0.3596,-0.1251,0.1511,0.7673%,0.9706%,37.4986%,-0.6857%,MMM
22592,27/11/2019,252,0.8155%,-0.0012,0.9163,-0.3168,-0.1564,-0.7193,1.1511%,1.6206%,49.5484%,0.3233%,MMM
22592,02/12/2019,252,-0.8835%,-0.0012,0.9134,-0.3208,-0.1578,-0.7245,1.1504%,1.6174%,49.4110%,-0.3776%,MMM
22592,26/02/2018,252,3.0040%,0.0003,0.8999,-0.3491,-0.1411,0.1561,0.7784%,0.9883%,37.9641%,1.8270%,MMM
22592,20/02/2018,252,-0.6760%,0.0003,0.8865,-0.3479,-0.1202,0.1622,0.7663%,0.9669%,37.1858%,-0.3354%,MMM
22592,04/12/2019,252,1.1927%,-0.0012,0.9210,-0.3220,-0.1418,-0.7162,1.1507%,1.6194%,49.5102%,0.4976%,MMM
22592,06/12/2019,252,4.3195%,-0.0012,0.9356,-0.3180,-0.1318,-0.7273,1.1692%,1.6342%,48.8069%,3.0373%,MMM
22592,27/02/2018,252,-1.3763%,0.0003,0.9061,-0.3439,-0.1452,0.1519,0.7786%,0.9925%,38.4592%,-0.3649%,MMM
22592,16/02/2018,252,0.7664%,0.0003,0.8812,-0.3501,-0.1148,0.1694,0.7665%,0.9659%,37.0211%,0.9045%,MMM
22592,15/02/2018,252,1.8233%,0.0003,0.8801,-0.3597,-0.1152,0.1712,0.7670%,0.9664%,37.0045%,0.5811%,MMM
22592,12/12/2019,252,-0.1067%,-0.0013,0.9306,-0.3327,-0.1429,-0.7305,1.1744%,1.6299%,48.0835%,-1.4995%,MMM
22592,14/02/2018,252,0.2766%,0.0003,0.8741,-0.3564,-0.1112,0.1716,0.7664%,0.9611%,36.4075%,-0.9764%,MMM
22592,05/03/2018,252,1.0592%,0.0002,0.9174,-0.3709,-0.1280,0.1521,0.7828%,1.0054%,39.3764%,0.0314%,MMM
22592,13/02/2018,252,0.9468%,0.0003,0.8887,-0.3547,-0.1056,0.1691,0.7639%,0.9611%,36.8264%,0.5655%,MMM
22592,12/02/2018,252,1.7672%,0.0003,0.8905,-0.3595,-0.1004,0.1676,0.7639%,0.9619%,36.9232%,0.2800%,MMM
22592,09/02/2018,252,1.0409%,0.0003,0.8881,-0.3545,-0.0994,0.1656,0.7640%,0.9564%,36.1913%,-0.4845%,MMM
22592,24/12/2019,252,-1.0030%,-0.0012,0.9034,-0.3296,-0.1913,-0.7731,1.1767%,1.6057%,46.3019%,-0.7709%,MMM
22592,31/12/2019,252,0.3355%,-0.0012,0.9015,-0.3054,-0.1895,-0.7682,1.1722%,1.5759%,44.6732%,-0.2582%,MMM
22592,08/02/2018,252,-4.4170%,0.0004,0.8964,-0.3611,-0.0972,0.1676,0.7633%,0.9552%,36.1327%,-0.7402%,MMM
22592,07/02/2018,252,-0.1883%,0.0004,0.8638,-0.3423,-0.0968,0.1611,0.7630%,0.9121%,30.0241%,0.3066%,MMM
22592,07/01/2020,252,-0.4031%,-0.0010,0.8747,-0.2832,-0.1737,-0.7825,1.1666%,1.5425%,42.8052%,-0.2741%,MMM
22592,13/03/2018,252,-0.9299%,0.0002,0.9194,-0.3600,-0.1157,0.1739,0.7849%,1.0169%,40.4196%,-0.2764%,MMM
22592,06/02/2018,252,0.9463%,0.0004,0.8672,-0.3467,-0.1004,0.1584,0.7630%,0.9121%,30.0201%,-0.8708%,MMM
22592,05/02/2018,252,-5.6002%,0.0005,0.8889,-0.3631,-0.1029,0.1609,0.7609%,0.9106%,30.1795%,-2.5430%,MMM
22592,13/01/2020,252,0.2493%,-0.0009,0.8869,-0.2676,-0.1712,-0.7660,1.1706%,1.5444%,42.5494%,0.0427%,MMM
22592,15/01/2020,252,-0.8767%,-0.0009,0.9101,-0.2607,-0.1544,-0.7355,1.1661%,1.5418%,42.7971%,-0.9309%,MMM
22592,17/01/2020,252,0.1878%,-0.0008,0.9135,-0.2612,-0.1434,-0.7281,1.1660%,1.5405%,42.7095%,0.3747%,MMM
22592,02/02/2018,252,-1.1172%,0.0007,0.7129,-0.2630,-0.1074,0.1943,0.7485%,0.8358%,19.7906%,0.3766%,MMM
22592,22/01/2020,252,-0.7581%,-0.0009,0.9126,-0.2530,-0.1453,-0.7293,1.1661%,1.5323%,42.0879%,-0.4380%,MMM
22592,19/03/2018,252,-2.3860%,0.0001,0.9455,-0.3883,-0.1072,0.1540,0.7869%,1.0305%,41.6882%,-1.0269%,MMM
22592,01/02/2018,252,-1.0220%,0.0006,0.7266,-0.2674,-0.1040,0.1952,0.7493%,0.8331%,19.1170%,-0.9425%,MMM
22592,24/01/2020,252,0.2307%,-0.0008,0.8957,-0.2621,-0.1680,-0.7511,1.1682%,1.5324%,41.8908%,1.3142%,MMM
22592,28/01/2020,252,-5.7223%,-0.0010,0.8247,-0.2763,-0.2059,-0.8228,1.2273%,1.5702%,38.9046%,-6.1249%,MMM
22592,20/03/2018,252,0.3843%,0.0001,0.9463,-0.3881,-0.1012,0.1553,0.7864%,1.0305%,41.7681%,-0.0280%,MMM
22592,31/01/2018,252,-0.4135%,0.0007,0.7239,-0.2652,-0.0943,0.1947,0.7466%,0.8298%,19.0528%,-0.6204%,MMM
22592,30/01/2018,252,-1.7460%,0.0007,0.7249,-0.2778,-0.0893,0.1995,0.7454%,0.8296%,19.2804%,-1.0697%,MMM
22592,30/01/2020,252,0.3148%,-0.0011,0.8413,-0.2692,-0.1654,-0.7975,1.2260%,1.5692%,38.9543%,0.3801%,MMM
22592,05/02/2020,252,3.2371%,-0.0011,0.8541,-0.2720,-0.0898,-0.7772,1.2355%,1.5903%,39.6501%,1.3235%,MMM
22592,07/02/2020,252,-1.7251%,-0.0012,0.8606,-0.2592,-0.0928,-0.7730,1.2364%,1.5912%,39.6155%,-1.1778%,MMM
22592,29/01/2018,252,-1.0130%,0.0007,0.6929,-0.2524,-0.0816,0.2202,0.7439%,0.8251%,18.7078%,-0.6040%,MMM
22592,11/02/2020,252,1.4362%,-0.0012,0.8616,-0.2738,-0.0899,-0.7798,1.2359%,1.5935%,39.8457%,0.4723%,MMM
22592,26/03/2018,252,2.2660%,-0.0001,0.9966,-0.3807,-0.0649,0.1766,0.8033%,1.1056%,47.2127%,-0.9569%,MMM
22592,26/01/2018,252,2.4845%,0.0008,0.6802,-0.2465,-0.0869,0.2212,0.7429%,0.8218%,18.2801%,1.4699%,MMM
22592,18/02/2020,252,-1.3229%,-0.0013,0.8421,-0.2796,-0.1103,-0.7878,1.2319%,1.5787%,39.1149%,-0.9877%,MMM
22592,24/02/2020,252,-2.7910%,-0.0013,0.8292,-0.2757,-0.0963,-0.7839,1.2317%,1.5883%,39.8619%,0.5886%,MMM
22592,27/03/2018,252,-1.9842%,-0.0001,0.9957,-0.3783,-0.0685,0.1714,0.8032%,1.1125%,47.8808%,0.1363%,MMM
22592,25/01/2018,252,1.8854%,0.0008,0.6380,-0.2110,-0.0770,0.2215,0.7381%,0.8087%,16.6929%,1.7072%,MMM
22592,24/01/2018,252,0.5603%,0.0007,0.6445,-0.2197,-0.0688,0.2081,0.7311%,0.8014%,16.7945%,0.5252%,MMM
22592,02/04/2018,252,-3.1432%,-0.0000,1.0125,-0.3749,-0.0655,0.1520,0.8067%,1.1336%,49.3659%,-0.8760%,MMM
22592,23/01/2018,252,-0.4003%,0.0006,0.6423,-0.2307,-0.1064,0.1759,0.7415%,0.8071%,15.5915%,-0.5570%,MMM
22592,22/01/2018,252,-0.3546%,0.0006,0.6434,-0.2287,-0.1106,0.1746,0.7405%,0.8064%,15.6773%,-0.9272%,MMM
22592,19/01/2018,252,0.9231%,0.0006,0.6673,-0.2441,-0.1177,0.1627,0.7383%,0.8059%,16.0754%,0.6791%,MMM
22592,18/01/2018,252,-0.8867%,0.0006,0.6673,-0.2561,-0.1165,0.1604,0.7373%,0.8044%,15.9839%,-1.0065%,MMM
22592,05/03/2020,252,-1.6690%,-0.0009,0.7982,-0.3316,-0.2282,-0.8502,1.2963%,1.6916%,41.2740%,1.3028%,MMM
22592,11/03/2020,252,-3.9530%,-0.0008,0.7771,-0.4776,-0.3325,-0.9114,1.3148%,1.7888%,45.9717%,-0.4296%,MMM
22592,13/03/2020,252,6.0638%,-0.0010,0.7948,-0.3483,-0.3513,-0.8685,1.3262%,1.9195%,52.2654%,-2.6276%,MMM
22592,17/03/2020,252,2.6965%,-0.0010,0.7934,-0.3573,-0.3441,-0.8693,1.3268%,1.9843%,55.2855%,-0.9160%,MMM
22592,17/01/2018,252,1.3770%,0.0007,0.6616,-0.2632,-0.1149,0.1709,0.7348%,0.8026%,16.1642%,0.5672%,MMM
22592,06/04/2018,252,-2.9359%,-0.0001,1.0180,-0.3968,-0.0512,0.1597,0.8070%,1.1546%,51.1431%,-0.4862%,MMM
22592,16/01/2018,252,0.1104%,0.0007,0.6531,-0.2591,-0.1150,0.1667,0.7342%,0.7989%,15.5458%,0.1891%,MMM
22592,27/03/2020,252,-2.1589%,-0.0011,0.8639,-0.4672,-0.3376,-0.8627,1.4562%,2.2526%,58.2068%,1.0418%,MMM
22592,11/04/2018,252,-1.2213%,-0.0001,1.0217,-0.3973,-0.0444,0.1614,0.8073%,1.1635%,51.8570%,-0.2976%,MMM
22592,12/01/2018,252,0.8914%,0.0006,0.6539,-0.2590,-0.1151,0.1665,0.7342%,0.7990%,15.5527%,0.3971%,MMM
22592,11/01/2018,252,0.4852%,0.0006,0.6465,-0.2515,-0.1116,0.1706,0.7341%,0.7979%,15.3530%,0.2976%,MMM
22592,02/04/2020,252,3.5827%,-0.0010,0.8762,-0.4757,-0.3875,-0.8771,1.4573%,2.2765%,59.0226%,0.4074%,MMM
22592,06/04/2020,252,5.1648%,-0.0011,0.8709,-0.4546,-0.3570,-0.8539,1.4664%,2.3070%,59.5958%,-0.8812%,MMM
22592,10/01/2018,252,-0.0580%,0.0006,0.6449,-0.2591,-0.1063,0.1764,0.7344%,0.7985%,15.4273%,0.0947%,MMM
22592,09/01/2018,252,0.6214%,0.0006,0.6512,-0.2680,-0.1101,0.1717,0.7348%,0.7991%,15.4528%,0.3334%,MMM
22592,08/04/2020,252,3.0360%,-0.0011,0.8621,-0.4691,-0.3282,-0.8497,1.4723%,2.3213%,59.7700%,-1.1466%,MMM
22592,08/01/2018,252,-0.3242%,0.0006,0.6522,-0.2653,-0.1026,0.1729,0.7352%,0.7997%,15.4644%,-0.5151%,MMM
22592,12/04/2018,252,0.9751%,-0.0001,1.0226,-0.4053,-0.0494,0.1564,0.8066%,1.1648%,52.0542%,-0.1723%,MMM
22592,17/04/2018,252,1.0978%,-0.0001,1.0233,-0.4047,-0.0447,0.1551,0.8067%,1.1666%,52.1786%,-0.1814%,MMM
22592,05/01/2018,252,0.7792%,0.0006,0.6520,-0.2655,-0.1010,0.1743,0.7344%,0.7992%,15.5624%,0.1264%,MMM
22592,04/01/2018,252,1.3071%,0.0006,0.6468,-0.2567,-0.0952,0.1787,0.7350%,0.7987%,15.3250%,1.0291%,MMM
22592,03/01/2018,252,-0.0042%,0.0006,0.6321,-0.2481,-0.0976,0.1853,0.7325%,0.7952%,15.1634%,-0.5306%,MMM
22592,02/01/2018,252,0.1147%,0.0005,0.6216,-0.2473,-0.0976,0.1959,0.7332%,0.7956%,15.0825%,-0.2332%,MMM
22592,19/04/2018,252,-0.3052%,-0.0001,1.0243,-0.4090,-0.0442,0.1547,0.8067%,1.1668%,52.2078%,-0.0550%,MMM
22592,24/04/2018,252,-6.8325%,-0.0004,1.0599,-0.4563,-0.1188,0.1771,0.8668%,1.2433%,51.3942%,-5.0933%,MMM
22592,29/12/2017,252,-0.1485%,0.0006,0.6224,-0.2457,-0.0977,0.1916,0.7334%,0.7956%,15.0345%,0.1647%,MMM
22592,28/12/2017,252,-0.2032%,0.0006,0.6232,-0.2449,-0.0987,0.1915,0.7334%,0.7955%,14.9917%,-0.2951%,MMM
22592,27/12/2017,252,0.3185%,0.0006,0.6247,-0.2444,-0.0986,0.1906,0.7331%,0.7961%,15.1991%,0.1208%,MMM
22592,26/12/2017,252,0.3067%,0.0006,0.6249,-0.2447,-0.0989,0.1897,0.7331%,0.7960%,15.1720%,0.4975%,MMM
22592,01/05/2018,252,0.3241%,-0.0006,1.0453,-0.4270,-0.0839,0.1884,0.8813%,1.2473%,50.0844%,0.0492%,MMM
22592,22/12/2017,252,-0.0213%,0.0006,0.6267,-0.2525,-0.0954,0.1942,0.7328%,0.7962%,15.3048%,-0.0768%,MMM
22592,21/12/2017,252,-0.9033%,0.0006,0.6247,-0.2576,-0.0928,0.1970,0.7330%,0.7964%,15.2857%,-0.7981%,MMM
22592,07/05/2018,252,0.4514%,-0.0006,1.0450,-0.3905,-0.0806,0.2032,0.8799%,1.2508%,50.5114%,0.0638%,MMM
22592,20/12/2017,252,-0.6166%,0.0006,0.6305,-0.2538,-0.0868,0.1864,0.7311%,0.7939%,15.1915%,-0.4840%,MMM
22592,09/05/2018,252,0.8328%,-0.0005,1.0424,-0.3818,-0.0744,0.2102,0.8812%,1.2521%,50.4774%,-0.2187%,MMM
22592,19/12/2017,252,-0.0126%,0.0006,0.6282,-0.2486,-0.0865,0.1843,0.7303%,0.7926%,15.0939%,0.0709%,MMM
22592,18/12/2017,252,0.1765%,0.0006,0.6280,-0.2468,-0.0862,0.1845,0.7305%,0.7927%,15.0803%,-0.0287%,MMM
22592,15/12/2017,252,-0.0336%,0.0007,0.6273,-0.2399,-0.0939,0.1713,0.7333%,0.7939%,14.6781%,-0.4958%,MMM
22592,14/12/2017,252,-0.4308%,0.0007,0.6330,-0.2389,-0.0976,0.1688,0.7335%,0.7943%,14.7373%,-0.3992%,MMM
22592,10/05/2018,252,0.7915%,-0.0005,1.0420,-0.3773,-0.0735,0.2113,0.8799%,1.2523%,50.6291%,-0.2341%,MMM
22592,13/12/2017,252,1.0694%,0.0007,0.6467,-0.2451,-0.0965,0.1682,0.7351%,0.7983%,15.1923%,1.0665%,MMM
22592,12/12/2017,252,-1.1366%,0.0006,0.6349,-0.2464,-0.0777,0.1687,0.7354%,0.7969%,14.8442%,-1.2024%,MMM
